id,category,list_type,beds,baths,sq_ft_price,sq_ft_price_USD,price_KES,price_USD,district,neighborhood,street,County,SubCounty,Latitude,Longitude
3394167,Flat & Apartment,For Rent,2,0,0,0,120000,1131.435037,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3399035,Flat & Apartment,For Rent,2,0,77,0.726004149,96000,905.1480294,Ridgeways,None,None,WESTLANDS,MUTHAIGA,-1.230687,36.849247
3433894,Flat & Apartment,For Rent,2,0,46,0.433716764,70000,660.0037715,Dagoretti North,Valley Arcade,Lavington,WESTLANDS,MAZIWA,-1.290723,36.769157
3433821,Flat & Apartment,For Rent,2,2,0,0,200000,1885.725061,Westlands,Westlands Area,Kingfisher Nest,WESTLANDS,SPRING VALLEY,-1.258453,36.804754
3433777,Flat & Apartment,For Rent,4,0,0,0,110000,1037.148784,Westlands,Parklands,1St Parklands,WESTLANDS,MUTHAIGA,-1.26327,36.815948
3433891,Flat & Apartment,For Rent,3,0,23,0.216858382,130000,1225.72129,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3433866,Flat & Apartment,For Rent,2,2,0,0,70000,660.0037715,Dagoretti North,Kilimani,Behind Junction Mall,WESTLANDS,KILIMANI,-1.298245,36.762148
3433673,Flat & Apartment,For Rent,3,2,0,0,240000,2262.870074,Westlands,Westlands Area,Peponi Road,WESTLANDS,SPRING VALLEY,-1.254521,36.802164
3433825,Flat & Apartment,For Rent,2,2,0,0,26000,245.144258,Dagoretti South,Uthiru/Ruthimitu,Ndumbuini,DAGORETTI,UTHIRU,-1.255796,36.722703
3433788,Studio,For Rent,1,1,0,0,65000,612.8606449,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433720,Flat & Apartment,For Rent,2,2,0,0,200000,1885.725061,Westlands,Spring Valley,None,WESTLANDS,SPRING VALLEY,-1.254838,36.795415
3433774,Flat & Apartment,For Rent,2,0,0,0,260000,2451.44258,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433733,Flat & Apartment,For Rent,2,0,0,0,90000,848.5762776,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433048,Flat & Apartment,For Rent,2,3,0,0,85000,801.433151,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3433376,Flat & Apartment,For Rent,2,3,0,0,140000,1320.007543,Westlands,Westlands Area,Raphta Rd,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3423070,Flat & Apartment,For Rent,3,0,0,0,100000,942.8625306,Dagoretti North,Kileleshwa,Kandara Road,WESTLANDS,KILELESHWA,-1.275704,36.789289
3433333,Flat & Apartment,For Rent,3,3,0,0,250000,2357.156327,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3433600,Flat & Apartment,For Rent,3,3,0,0,350000,3300.018857,Westlands,Brookside,Brookeside Estate,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433819,Flat & Apartment,For Rent,4,3,0,0,100000,942.8625306,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3392978,Flat & Apartment,For Rent,2,1,0,0,28500,268.7158212,Dagoretti South,Riruta,None,DAGORETTI,RIRUTA,-1.2938832,36.739796
3431652,Flat & Apartment,For Rent,2,2,0,0,55000,518.5743919,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433084,Flat & Apartment,For Rent,2,3,0,0,100000,942.8625306,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433552,Flat & Apartment,For Rent,1,2,67,0.631717896,65000,612.8606449,Dagoretti North,Kilimani,Denis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3433559,Flat & Apartment,For Rent,3,3,0,0,90000,848.5762776,Dagoretti North,Kileleshwa,Kileleshwa Near Kasuku Centre,WESTLANDS,KILELESHWA,-1.275441,36.794799
3433441,Flat & Apartment,For Rent,3,0,0,0,140000,1320.007543,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3433485,Flat & Apartment,For Rent,3,3,0,0,85000,801.433151,Westlands,Loresho,Loresho Apartment,WESTLANDS,LORESHO,-1.263323,36.741567
3433442,Flat & Apartment,For Rent,3,0,0,0,160000,1508.580049,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3431279,Flat & Apartment,For Rent,4,4,0,0,150000,1414.293796,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3433443,Flat & Apartment,For Rent,2,0,0,0,230000,2168.58382,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433444,Flat & Apartment,For Rent,3,0,0,0,120000,1131.435037,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3433440,Flat & Apartment,For Rent,3,0,0,0,140000,1320.007543,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3433452,Flat & Apartment,For Rent,4,3,106,0.999434282,200000,1885.725061,Westlands,Parklands,1St Parklands Avenue,WESTLANDS,MUTHAIGA,-1.26327,36.815948
3433416,Flat & Apartment,For Rent,2,0,0,0,170000,1602.866302,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3433466,Flat & Apartment,For Rent,3,3,80,0.754290025,150000,1414.293796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433465,Studio,For Rent,1,1,0,0,100000,942.8625306,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3433478,Flat & Apartment,For Rent,1,2,0,0,70000,660.0037715,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3433075,Flat & Apartment,For Rent,3,0,0,0,130000,1225.72129,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429089,Flat & Apartment,For Rent,2,2,0,0,90000,848.5762776,Dagoretti North,Lavington,Thompson Masanduku,WESTLANDS,MAZIWA,-1.295037,36.765846
3433515,Flat & Apartment,For Rent,2,2,0,0,65000,612.8606449,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3433067,Flat & Apartment,For Rent,3,0,0,0,250000,2357.156327,Westlands,Brookside,Brookside Drive,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433365,Flat & Apartment,For Rent,3,2,0,0,80000,754.2900245,Kiambu Road,Edenville 2,None,WESTLANDS,KITISURU,-1.219145,36.843866
3433155,Flat & Apartment,For Rent,3,0,0,0,65000,612.8606449,Ridgeways,Kiambu Road,None,WESTLANDS,MUTHAIGA,-1.231048,36.84216
3433057,Flat & Apartment,For Rent,2,3,0,0,110000,1037.148784,Dagoretti North,Kilimani,Kolobot Drive,WESTLANDS,KILIMANI,-1.289279,36.786931
3433422,Flat & Apartment,For Rent,3,0,0,0,140000,1320.007543,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3433159,Flat & Apartment,For Rent,2,2,69,0.650575146,90000,848.5762776,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3433271,Flat & Apartment,For Rent,2,3,35,0.330001886,75000,707.146898,Westlands,Waiyaki Way,Near Kianda School,WESTLANDS,MUTHANGARI,-1.264691,36.758013
3433174,Flat & Apartment,For Rent,2,2,0,0,110000,1037.148784,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3433156,Flat & Apartment,For Rent,2,0,0,0,180000,1697.152555,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433419,Flat & Apartment,For Rent,3,3,0,0,225000,2121.440694,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433417,Studio,For Rent,1,1,0,0,100000,942.8625306,Dagoretti North,Kilimani,Tigoni,WESTLANDS,KILIMANI,-1.291384,36.787872
3433418,Flat & Apartment,For Rent,3,3,110,1.037148784,230000,2168.58382,Dagoretti North,Kilimani,Purple Haze,WESTLANDS,KILIMANI,-1.283085,36.791134
3432393,Flat & Apartment,For Rent,2,2,0,0,85000,801.433151,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3432070,Flat & Apartment,For Rent,2,0,0,0,65000,612.8606449,Dagoretti North,Lavington,Diani Road,WESTLANDS,MAZIWA,-1.295113,36.773097
3433070,Flat & Apartment,For Rent,3,4,0,0,225000,2121.440694,Westlands,Westlands Area,School Lane,WESTLANDS,SPRING VALLEY,-1.259133,36.795846
3385244,Flat & Apartment,For Rent,2,3,0,0,280000,2640.015086,Westlands,Kitisuru,Kitisuru Road,WESTLANDS,KITISURU,-1.218598,36.801687
3431032,Flat & Apartment,For Rent,2,2,0,0,260000,2451.44258,Westlands,Waiyaki Way,Church Road,WESTLANDS,MUTHANGARI,-1.263314,36.788277
3432074,Flat & Apartment,For Rent,2,0,0,0,75000,707.146898,Dagoretti North,Kileleshwa,Gatundu Close,WESTLANDS,KILELESHWA,-1.28052,36.782866
3433382,Flat & Apartment,For Rent,1,0,0,0,85000,801.433151,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3431417,Flat & Apartment,For Rent,3,3,0,0,130000,1225.72129,Langata,Upper Hill,None,WESTLANDS,KILIMANI,-1.298356,36.813231
3431594,Flat & Apartment,For Rent,3,4,0,0,76000,716.5755233,Kiambu Road,Mocoh Courtyard Thindigua,None,WESTLANDS,KITISURU,-1.204009,36.843147
3433323,Flat & Apartment,For Rent,3,0,64,0.60343202,100000,942.8625306,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3433061,Flat & Apartment,For Rent,3,0,0,0,150000,1414.293796,Dagoretti North,Kilimani,Kolobot Drive,WESTLANDS,KILIMANI,-1.289279,36.786931
3432078,Flat & Apartment,For Rent,4,0,0,0,90000,848.5762776,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3433717,Flat & Apartment,For Rent,2,0,0,0,60000,565.7175184,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3431245,Flat & Apartment,For Rent,4,3,0,0,140000,1320.007543,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429726,Flat & Apartment,For Rent,3,0,0,0,95000,895.7194041,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3431037,Flat & Apartment,For Rent,2,0,0,0,55000,518.5743919,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3429798,Flat & Apartment,For Rent,2,2,0,0,80000,754.2900245,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3433205,Flat & Apartment,For Rent,2,3,0,0,85000,801.433151,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3422101,Flat & Apartment,For Rent,4,4,67,0.631717896,150000,1414.293796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432399,Flat & Apartment,For Rent,2,3,0,0,150000,1414.293796,Langata,Karen,None,LANG'ATA,KAREN,-1.316866,36.690329
3431936,Flat & Apartment,For Rent,3,0,0,0,165000,1555.723176,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3432991,Flat & Apartment,For Rent,2,2,67,0.631717896,100000,942.8625306,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3405774,Flat & Apartment,For Rent,3,3,0,0,230000,2168.58382,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429889,Flat & Apartment,For Rent,5,6,0,0,450000,4242.881388,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3428869,Flat & Apartment,For Rent,3,0,0,0,260000,2451.44258,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3432989,Flat & Apartment,For Rent,3,3,88,0.829719027,175000,1650.009429,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3431416,Flat & Apartment,For Rent,4,3,0,0,155000,1461.436922,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3429199,Flat & Apartment,For Rent,2,2,0,0,130000,1225.72129,Dagoretti North,Kileleshwa,Near Lavington Mall,WESTLANDS,KILELESHWA,-1.280739,36.781686
3431627,Flat & Apartment,For Rent,3,2,0,0,150000,1414.293796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432404,Flat & Apartment,For Rent,5,5,0,0,500000,4714.312653,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3432775,Flat & Apartment,For Rent,3,3,0,0,120000,1131.435037,Muthaiga,Muthaiga Area,Muthaiga,WESTLANDS,MUTHAIGA,-1.250085,36.821321
3432243,Flat & Apartment,For Rent,3,2,0,0,130000,1225.72129,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3431937,Flat & Apartment,For Rent,3,2,0,0,130000,1225.72129,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3432935,Flat & Apartment,For Rent,3,2,54,0.509145767,105000,990.0056572,Dagoretti North,Riara Road,None,WESTLANDS,MAZIWA,-1.297989,36.764894
3432630,Flat & Apartment,For Rent,2,2,0,0,65000,612.8606449,Dagoretti North,Valley Arcade,Korosho Road,WESTLANDS,MAZIWA,-1.293053,36.770658
3431156,Flat & Apartment,For Rent,3,2,0,0,110000,1037.148784,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3431620,Flat & Apartment,For Rent,3,3,0,0,70000,660.0037715,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3423481,Flat & Apartment,For Rent,5,0,0,0,260000,2451.44258,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3429090,Flat & Apartment,For Rent,2,2,0,0,130000,1225.72129,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3430328,Flat & Apartment,For Rent,3,3,49,0.46200264,85000,801.433151,Dagoretti North,Hurlingham,Kilimani,WESTLANDS,KILIMANI,-1.290835,36.791376
3432744,Flat & Apartment,For Rent,3,3,0,0,90000,848.5762776,Westlands,Loresho,None,WESTLANDS,LORESHO,-1.251894,36.753988
3416597,Flat & Apartment,For Rent,2,3,6,0.056571752,105000,990.0056572,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3428747,Flat & Apartment,For Rent,2,3,63,0.594003394,95000,895.7194041,Dagoretti North,Kilimani,Lower Kabete,WESTLANDS,KILIMANI,-1.289279,36.786931
3419691,Flat & Apartment,For Rent,3,3,0,0,100000,942.8625306,Dagoretti North,Kilimani,Lenana Rd,WESTLANDS,KILIMANI,-1.288768,36.794352
3429923,Flat & Apartment,For Rent,3,4,0,0,120000,1131.435037,Westlands,General Mathenge,Gen. Mathege,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3431621,Flat & Apartment,For Rent,3,2,0,0,80000,754.2900245,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3431577,Flat & Apartment,For Rent,3,3,0,0,140000,1320.007543,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3431309,Flat & Apartment,For Rent,2,2,52,0.490288516,100000,942.8625306,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3428840,Flat & Apartment,For Rent,3,3,0,0,220000,2074.297567,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3432846,Flat & Apartment,For Rent,3,3,0,0,85000,801.433151,Westlands,Loresho,None,WESTLANDS,LORESHO,-1.251894,36.753988
3429046,Flat & Apartment,For Rent,3,0,0,0,85000,801.433151,Dagoretti North,Riara Road,None,WESTLANDS,MAZIWA,-1.297989,36.764894
3432417,Flat & Apartment,For Rent,2,0,0,0,80000,754.2900245,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3432549,Flat & Apartment,For Rent,3,3,46,0.433716764,87500,825.0047143,Westlands,Rhapta Road,Westlands. Off Rhapta Road,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3429402,Flat & Apartment,For Rent,3,4,0,0,230000,2168.58382,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3430594,Flat & Apartment,For Rent,2,2,0,0,125000,1178.578163,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3432667,Flat & Apartment,For Rent,2,0,0,0,135000,1272.864416,Langata,Upper Hill,None,WESTLANDS,KILIMANI,-1.298356,36.813231
3429006,Flat & Apartment,For Rent,3,4,0,0,150000,1414.293796,Westlands,Brookside,None,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3429924,Flat & Apartment,For Rent,2,3,0,0,70000,660.0037715,Westlands,Brookside,Brookside Drive,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3431970,Flat & Apartment,For Rent,2,2,77,0.726004149,200000,1885.725061,Westlands,Kitisuru,None,WESTLANDS,KITISURU,-1.218598,36.801687
3432523,Flat & Apartment,For Rent,2,1,100,0.942862531,160000,1508.580049,Westlands,Brookside,Brookeside Estate,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3432419,Flat & Apartment,For Rent,3,4,0,0,130000,1225.72129,Westlands,Parklands,Off Ojijo Road,WESTLANDS,MUTHAIGA,-1.267451,36.812067
3431582,Flat & Apartment,For Rent,1,1,0,0,95000,895.7194041,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3430081,Flat & Apartment,For Rent,3,3,0,0,150000,1414.293796,Dagoretti North,Kileleshwa,Laikipia Road,WESTLANDS,KILELESHWA,-1.273015,36.796601
3430234,Flat & Apartment,For Rent,3,3,23,0.216858382,75000,707.146898,Dagoretti North,Kilimani,Near Coptic Hospital,WESTLANDS,KILIMANI,-1.289279,36.786931
3426432,Flat & Apartment,For Rent,3,3,0,0,130000,1225.72129,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429912,Flat & Apartment,For Rent,3,4,0,0,105000,990.0056572,Dagoretti North,Kilimani,Riara Road,WESTLANDS,KILIMANI,-1.289279,36.786931
3431014,Flat & Apartment,For Rent,3,4,0,0,250000,2357.156327,Muthaiga,Old Muthaiga,None,WESTLANDS,MUTHAIGA,-1.250085,36.821321
3428130,Flat & Apartment,For Rent,3,4,0,0,100000,942.8625306,Dagoretti North,Lavington,Masanduku Lane,WESTLANDS,MAZIWA,-1.294374,36.764822
3430372,Flat & Apartment,For Rent,2,0,0,0,120000,1131.435037,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
31405,Flat & Apartment,For Rent,3,4,0,0,200000,1885.725061,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432901,Flat & Apartment,For Rent,2,0,83,0.7825759,100000,942.8625306,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432425,Flat & Apartment,For Rent,3,3,0,0,150000,1414.293796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432643,Flat & Apartment,For Rent,3,2,7,0.066000377,150000,1414.293796,Dagoretti North,Kilimani,Kirichwa Road,WESTLANDS,KILIMANI,-1.294215,36.781781
3432496,Flat & Apartment,For Rent,1,0,0,0,133000,1254.007166,Westlands,Parklands,Keiyo Road,WESTLANDS,MUTHAIGA,-1.270885,36.816949
3429026,Flat & Apartment,For Rent,3,0,0,0,110000,1037.148784,Dagoretti North,Kilimani,Ole Dume Road,WESTLANDS,KILIMANI,-1.297687,36.774408
3430092,Flat & Apartment,For Rent,3,2,0,0,150000,1414.293796,Dagoretti North,Kileleshwa,Laikipia Road,WESTLANDS,KILELESHWA,-1.273015,36.796601
3430050,Flat & Apartment,For Rent,3,3,0,0,180000,1697.152555,Dagoretti North,Kileleshwa,Oloitoktok Road,WESTLANDS,KILELESHWA,-1.284688,36.784067
3429793,Flat & Apartment,For Rent,3,3,62,0.584574769,100000,942.8625306,Dagoretti North,Dennis Pritt,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3432227,Flat & Apartment,For Rent,3,2,0,0,55000,518.5743919,Westlands,Kitisuru,New Kitisuru,WESTLANDS,KITISURU,-1.218598,36.801687
3432490,Flat & Apartment,For Rent,2,0,0,0,220000,2074.297567,Dagoretti North,Kilimani,Chaka Road,WESTLANDS,KILIMANI,-1.29104,36.790566
3432499,Flat & Apartment,For Rent,2,2,0,0,180000,1697.152555,Westlands,Parklands,Keiyo Road,WESTLANDS,MUTHAIGA,-1.270885,36.816949
3429934,Flat & Apartment,For Rent,0,0,0,0,85000,801.433151,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3431054,Flat & Apartment,For Rent,2,2,0,0,210000,1980.011314,Dagoretti North,Kilimani,Dennis Pritt,WESTLANDS,KILIMANI,-1.285543,36.788115
3427165,Flat & Apartment,For Rent,3,0,0,0,80000,754.2900245,Dagoretti North,Lavington,Athiru Road,WESTLANDS,MAZIWA,-1.278937,36.777798
3432489,Flat & Apartment,For Rent,1,0,0,0,170000,1602.866302,Dagoretti North,Kilimani,Chaka Road,WESTLANDS,KILIMANI,-1.29104,36.790566
3432671,Flat & Apartment,For Rent,2,0,0,0,50000,471.4312653,Langata,Karen,Rhino Park,LANG'ATA,KAREN,-1.310485,36.680743
3426974,Flat & Apartment,For Rent,2,1,0,0,55000,518.5743919,Dagoretti North,Kilimani,Yaya Center,WESTLANDS,KILIMANI,-1.292883,36.788068
3431246,Flat & Apartment,For Rent,1,1,0,0,140000,1320.007543,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3432488,Flat & Apartment,For Rent,2,0,0,0,205000,1932.868188,Westlands,Parklands,Taarifa Road Off Ojijo Road,WESTLANDS,MUTHAIGA,-1.270457,36.814901
3431922,Flat & Apartment,For Rent,1,1,0,0,95000,895.7194041,Westlands,Riverside,None,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3431288,Flat & Apartment,For Rent,2,2,0,0,100000,942.8625306,Dagoretti North,Kilimani,Kindaruma Road,WESTLANDS,KILIMANI,-1.297795,36.791215
3432773,Flat & Apartment,For Rent,3,0,0,0,150000,1414.293796,Westlands,Westlands Area,Brookside,WESTLANDS,SPRING VALLEY,-1.256163,36.79194
3432501,Flat & Apartment,For Rent,2,2,0,0,180000,1697.152555,Dagoretti North,Kilimani,Kindaruma Road,WESTLANDS,KILIMANI,-1.297795,36.791215
3428426,Flat & Apartment,For Rent,2,0,0,0,130000,1225.72129,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3425782,Flat & Apartment,For Rent,2,2,0,0,110000,1037.148784,Dagoretti North,Kilimani,Kitale Lane,WESTLANDS,KILIMANI,-1.289279,36.786931
3430967,Flat & Apartment,For Rent,4,0,54,0.509145767,135000,1272.864416,Dagoretti North,Kilimani,Nairobi,WESTLANDS,KILIMANI,-1.289279,36.786931
3430760,Flat & Apartment,For Rent,3,0,62,0.584574769,80000,754.2900245,Westlands,Parklands,1St Parklands Avenue,WESTLANDS,MUTHAIGA,-1.26327,36.815948
3432420,Flat & Apartment,For Rent,4,0,0,0,105000,990.0056572,Westlands,Parklands,2Nd Parklands,WESTLANDS,MUTHAIGA,-1.261251,36.81707
3428922,Flat & Apartment,For Rent,5,5,0,0,250000,2357.156327,Westlands,Spring Valley,None,WESTLANDS,SPRING VALLEY,-1.254838,36.795415
3432432,Studio,For Rent,1,0,0,0,140000,1320.007543,Westlands,Parklands,Taarifa Road Off Ojijo Road,WESTLANDS,MUTHAIGA,-1.270457,36.814901
3432063,Flat & Apartment,For Rent,3,0,0,0,45000,424.2881388,Westlands,Kitisuru,New Kitisuru,WESTLANDS,KITISURU,-1.218598,36.801687
3432497,Flat & Apartment,For Rent,2,0,0,0,170000,1602.866302,Westlands,Parklands,Keiyo Road,WESTLANDS,MUTHAIGA,-1.270885,36.816949
3429406,Flat & Apartment,For Rent,2,2,0,0,150000,1414.293796,Dagoretti North,Kilimani,None,WESTLANDS,KILIMANI,-1.289279,36.786931
3430689,Flat & Apartment,For Rent,4,4,0,0,160000,1508.580049,Westlands,Kitisuru,General Mathenge,WESTLANDS,KITISURU,-1.251888,36.799695
3432826,Flat & Apartment,For Rent,3,3,0,0,230000,2168.58382,Dagoretti North,Lavington,Along Hatheru Road,WESTLANDS,MAZIWA,-1.291579,36.75319
3429016,Flat & Apartment,For Rent,4,4,0,0,200000,1885.725061,Westlands,General Mathenge,None,WESTLANDS,SPRING VALLEY,-1.253976,36.799695
3432562,Flat & Apartment,For Rent,3,3,38,0.358287762,75000,707.146898,Westlands,Parklands,Parklands Near Premier Academy,WESTLANDS,MUTHAIGA,-1.26769,36.825364
3421774,Flat & Apartment,For Rent,3,0,0,0,90000,848.5762776,Dagoretti North,Lavington,Hatheru Road,WESTLANDS,MAZIWA,-1.291579,36.75319
3432423,Studio,For Rent,1,0,0,0,120000,1131.435037,Westlands,Parklands,Off Ojijo Road,WESTLANDS,MUTHAIGA,-1.267451,36.812067
3432857,Flat & Apartment,For Rent,2,2,0,0,70000,660.0037715,Dagoretti North,Lavington,Hatheru Road Lavington,WESTLANDS,MAZIWA,-1.291579,36.75319
3430077,Flat & Apartment,For Rent,4,4,0,0,90000,848.5762776,Dagoretti North,Riara Road,None,WESTLANDS,MAZIWA,-1.297989,36.764894
3430294,Flat & Apartment,For Rent,1,1,0,0,150000,1414.293796,Westlands,Rhapta Road,None,WESTLANDS,MUTHANGARI,-1.264764,36.791693
3422846,Flat & Apartment,For Rent,3,0,102,0.961719781,210000,1980.011314,Westlands,Brookside,Brookside Close,WESTLANDS,SPRING VALLEY,-1.258378,36.792471
3432207,Flat & Apartment,For Rent,2,3,0,0,45000,424.2881388,Thika Road,Thika Road,Safari Park,KASARANI,KASARANI,-1.212014,36.883503
3426374,Flat & Apartment,For Rent,3,3,0,0,180000,1697.152555,Westlands,Brookside,Brookside Gardens,WESTLANDS,SPRING VALLEY,-1.255794,36.788586
3430268,Flat & Apartment,For Rent,4,3,51,0.480859891,85000,801.433151,Thika Road,Usiu Rd,None,KASARANI,ROYSAMBU,-1.221154,36.883391
3430088,Flat & Apartment,For Rent,4,4,0,0,150000,1414.293796,Dagoretti North,Kileleshwa,Githunguri Close,WESTLANDS,KILELESHWA,-1.281076,36.794608
3429011,Flat & Apartment,For Rent,2,0,0,0,55000,518.5743919,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
3432861,Flat & Apartment,For Rent,3,3,44,0.414859513,84000,792.0045257,Dagoretti North,Kileleshwa,None,WESTLANDS,KILELESHWA,-1.280739,36.781686
3426411,Flat & Apartment,For Rent,3,3,0,0,230000,2168.58382,Westlands,Riverside,Riverside Drive,WESTLANDS,MUTHANGARI,-1.269664,36.793534
3429316,Flat & Apartment,For Rent,3,0,0,0,90000,848.5762776,Westlands,Parklands,None,WESTLANDS,MUTHAIGA,-1.259882,36.817892
3432518,Studio,For Rent,1,1,145,1.367150669,70000,660.0037715,Dagoretti North,Lavington,None,WESTLANDS,LAVINGTON,-1.278937,36.777798
